starttime	seconds	ctime	dtime	ttime	wait
Sun Nov 20 22:54:31 2022	1669002871	21	2904	2925	1010
Sun Nov 20 22:55:00 2022	1669002900	0	16305	16305	1527
Sun Nov 20 22:54:57 2022	1669002897	0	17867	17867	1313
Sun Nov 20 22:55:00 2022	1669002900	0	17907	17907	1426
Sun Nov 20 22:54:59 2022	1669002899	0	18495	18495	1827
Sun Nov 20 23:00:24 2022	1669003224	0	20382	20382	1727
Sun Nov 20 22:55:03 2022	1669002903	0	20658	20658	938
Sun Nov 20 22:54:58 2022	1669002898	0	20693	20693	3166
Sun Nov 20 22:55:01 2022	1669002901	0	21263	21263	1111
Sun Nov 20 22:58:41 2022	1669003121	0	21666	21666	1511
Sun Nov 20 22:57:05 2022	1669003025	0	21719	21719	2212
Sun Nov 20 22:57:34 2022	1669003054	0	21920	21920	1775
Sun Nov 20 22:58:46 2022	1669003126	0	21999	21999	1486
Sun Nov 20 23:01:42 2022	1669003302	0	22039	22039	1955
Sun Nov 20 22:57:45 2022	1669003065	0	22079	22079	1456
Sun Nov 20 22:57:24 2022	1669003044	0	22264	22264	1956
Sun Nov 20 22:59:57 2022	1669003197	0	22416	22416	1337
Sun Nov 20 23:02:29 2022	1669003349	0	22442	22442	1683
Sun Nov 20 22:57:31 2022	1669003051	0	22475	22475	1079
Sun Nov 20 22:57:22 2022	1669003042	0	22511	22511	1284
Sun Nov 20 22:54:34 2022	1669002874	24	22551	22575	1570
Sun Nov 20 23:02:08 2022	1669003328	0	22596	22596	1707
Sun Nov 20 22:56:42 2022	1669003002	0	22618	22618	1015
Sun Nov 20 23:01:52 2022	1669003312	0	22642	22642	1936
Sun Nov 20 22:55:04 2022	1669002904	0	22682	22682	981
Sun Nov 20 22:59:12 2022	1669003152	0	22682	22682	2108
Sun Nov 20 23:01:43 2022	1669003303	0	22811	22811	1616
Sun Nov 20 22:58:55 2022	1669003135	0	22838	22838	1564
Sun Nov 20 22:55:02 2022	1669002902	0	22957	22957	2758
Sun Nov 20 22:55:56 2022	1669002956	0	22971	22971	1263
Sun Nov 20 22:56:18 2022	1669002978	0	23000	23000	1465
Sun Nov 20 23:00:28 2022	1669003228	0	23002	23002	1595
Sun Nov 20 23:02:39 2022	1669003359	0	23009	23009	1104
Sun Nov 20 23:01:50 2022	1669003310	0	23013	23013	1228
Sun Nov 20 23:00:15 2022	1669003215	0	23034	23034	1512
Sun Nov 20 22:58:59 2022	1669003139	0	23070	23070	1429
Sun Nov 20 22:59:42 2022	1669003182	0	23073	23073	1488
Sun Nov 20 22:58:37 2022	1669003117	0	23151	23151	3185
Sun Nov 20 22:58:18 2022	1669003098	0	23211	23211	1112
Sun Nov 20 23:01:51 2022	1669003311	0	23224	23224	1274
Sun Nov 20 22:56:35 2022	1669002995	0	23225	23225	1323
Sun Nov 20 23:02:14 2022	1669003334	0	23236	23236	1756
Sun Nov 20 22:58:39 2022	1669003119	0	23243	23243	1738
Sun Nov 20 22:58:25 2022	1669003105	0	23365	23365	1320
