starttime	seconds	ctime	dtime	ttime	wait
Sat Oct 22 20:20:11 2022	1666488011	0	5273	5273	5265
Sat Oct 22 20:20:16 2022	1666488016	0	5297	5297	5297
Sat Oct 22 20:20:16 2022	1666488016	7	11293	11300	11292
Sat Oct 22 20:20:16 2022	1666488016	7	17099	17106	17099
Sat Oct 22 20:20:16 2022	1666488016	7	22992	22999	22992
Sat Oct 22 20:20:16 2022	1666488016	6	28491	28497	28491
Sat Oct 22 20:20:16 2022	1666488016	6	34096	34102	34096
Sat Oct 22 20:20:16 2022	1666488016	6	39899	39906	39899
Sat Oct 22 20:20:16 2022	1666488016	6	45100	45106	45100
Sat Oct 22 20:20:16 2022	1666488016	6	50597	50603	50597
Sat Oct 22 20:20:16 2022	1666488016	6	56396	56401	56396
Sat Oct 22 20:22:16 2022	1666488136	0	60000	60000	60000
Sat Oct 22 20:26:16 2022	1666488376	0	60000	60000	60000
Sat Oct 22 20:26:16 2022	1666488376	0	60000	60000	60000
Sat Oct 22 20:22:16 2022	1666488136	0	60000	60000	60000
Sat Oct 22 20:26:16 2022	1666488376	0	60000	60000	60000
Sat Oct 22 20:26:16 2022	1666488376	0	60000	60000	60000
Sat Oct 22 20:26:16 2022	1666488376	0	60000	60000	60000
Sat Oct 22 20:27:16 2022	1666488436	0	60000	60000	60000
Sat Oct 22 20:26:16 2022	1666488376	0	60000	60000	60000
Sat Oct 22 20:27:16 2022	1666488436	0	60000	60000	60000
Sat Oct 22 20:26:16 2022	1666488376	0	60000	60000	60000
Sat Oct 22 20:26:16 2022	1666488376	0	60000	60000	60000
Sat Oct 22 20:27:16 2022	1666488436	0	60000	60000	60000
Sat Oct 22 20:27:16 2022	1666488436	0	60000	60000	60000
Sat Oct 22 20:27:16 2022	1666488436	0	60000	60000	60000
Sat Oct 22 20:27:16 2022	1666488436	0	60000	60000	60000
Sat Oct 22 20:27:16 2022	1666488436	0	60000	60000	60000
Sat Oct 22 20:27:16 2022	1666488436	0	60000	60000	60000
Sat Oct 22 20:27:16 2022	1666488436	0	60000	60000	60000
Sat Oct 22 20:23:16 2022	1666488196	0	60000	60000	60000
Sat Oct 22 20:23:16 2022	1666488196	0	60000	60000	60000
Sat Oct 22 20:23:16 2022	1666488196	0	60000	60000	60000
Sat Oct 22 20:23:16 2022	1666488196	0	60000	60000	60000
Sat Oct 22 20:27:16 2022	1666488436	0	60001	60001	60000
Sat Oct 22 20:27:16 2022	1666488436	0	60001	60001	60001
Sat Oct 22 20:27:16 2022	1666488436	0	60001	60001	60001
Sat Oct 22 20:27:16 2022	1666488436	0	60001	60001	60001
Sat Oct 22 20:27:16 2022	1666488436	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:23:16 2022	1666488196	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:24:16 2022	1666488256	0	60001	60001	60001
Sat Oct 22 20:24:16 2022	1666488256	0	60001	60001	60001
Sat Oct 22 20:24:16 2022	1666488256	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:24:16 2022	1666488256	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:23:16 2022	1666488196	0	60001	60001	60001
Sat Oct 22 20:24:16 2022	1666488256	0	60001	60001	60001
Sat Oct 22 20:24:16 2022	1666488256	0	60001	60001	60001
Sat Oct 22 20:24:16 2022	1666488256	0	60001	60001	60001
Sat Oct 22 20:23:16 2022	1666488196	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:26:16 2022	1666488376	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:23:16 2022	1666488196	0	60001	60001	60001
Sat Oct 22 20:24:16 2022	1666488256	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:26:16 2022	1666488376	0	60001	60001	60001
Sat Oct 22 20:26:16 2022	1666488376	0	60001	60001	60001
Sat Oct 22 20:23:16 2022	1666488196	0	60001	60001	60001
Sat Oct 22 20:24:16 2022	1666488256	0	60001	60001	60001
Sat Oct 22 20:23:16 2022	1666488196	0	60001	60001	60001
Sat Oct 22 20:23:16 2022	1666488196	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:24:16 2022	1666488256	0	60001	60001	60001
Sat Oct 22 20:24:16 2022	1666488256	0	60001	60001	60001
Sat Oct 22 20:27:16 2022	1666488436	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:27:16 2022	1666488436	0	60001	60001	60001
Sat Oct 22 20:27:16 2022	1666488436	0	60001	60001	60001
Sat Oct 22 20:27:16 2022	1666488436	0	60001	60001	60001
Sat Oct 22 20:27:16 2022	1666488436	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:27:16 2022	1666488436	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:25:16 2022	1666488316	0	60001	60001	60001
Sat Oct 22 20:25:16 2022	1666488316	0	60001	60001	60001
Sat Oct 22 20:24:16 2022	1666488256	0	60001	60001	60001
Sat Oct 22 20:25:16 2022	1666488316	0	60001	60001	60001
Sat Oct 22 20:25:16 2022	1666488316	0	60001	60001	60001
Sat Oct 22 20:25:16 2022	1666488316	0	60001	60001	60001
Sat Oct 22 20:25:16 2022	1666488316	0	60001	60001	60001
Sat Oct 22 20:25:16 2022	1666488316	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:25:16 2022	1666488316	0	60001	60001	60001
Sat Oct 22 20:25:16 2022	1666488316	0	60001	60001	60001
Sat Oct 22 20:23:16 2022	1666488196	0	60001	60001	60001
Sat Oct 22 20:25:16 2022	1666488316	0	60001	60001	60001
Sat Oct 22 20:24:16 2022	1666488256	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:26:16 2022	1666488376	0	60001	60001	60001
Sat Oct 22 20:24:16 2022	1666488256	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
Sat Oct 22 20:22:16 2022	1666488136	0	60001	60001	60001
