starttime	seconds	ctime	dtime	ttime	wait
Sat Dec 03 18:44:57 2022	1670111097	0	204	204	204
Sat Dec 03 18:44:57 2022	1670111097	12	217	229	216
Sat Dec 03 18:44:57 2022	1670111097	30	291	322	291
Sat Dec 03 18:44:57 2022	1670111097	31	405	435	404
Sat Dec 03 18:44:57 2022	1670111097	31	519	550	519
Sat Dec 03 18:44:57 2022	1670111097	32	673	705	673
Sat Dec 03 18:44:57 2022	1670111097	33	780	813	780
Sat Dec 03 18:44:57 2022	1670111097	33	878	911	878
Sat Dec 03 18:44:57 2022	1670111097	35	992	1027	992
Sat Dec 03 18:44:57 2022	1670111097	33	1096	1129	1096
Sat Dec 03 18:44:57 2022	1670111097	34	1197	1231	1197
Sat Dec 03 18:44:57 2022	1670111097	36	1304	1339	1303
Sat Dec 03 18:44:57 2022	1670111097	36	1401	1436	1401
Sat Dec 03 18:44:57 2022	1670111097	38	1506	1544	1506
Sat Dec 03 18:44:57 2022	1670111097	37	1619	1655	1619
Sat Dec 03 18:44:57 2022	1670111097	41	1717	1757	1717
Sat Dec 03 18:44:57 2022	1670111097	38	1827	1865	1827
Sat Dec 03 18:44:57 2022	1670111097	40	1935	1976	1935
Sat Dec 03 18:45:06 2022	1670111106	0	2061	2061	2061
Sat Dec 03 18:45:15 2022	1670111115	0	2079	2079	2079
Sat Dec 03 18:44:57 2022	1670111097	38	2042	2080	2042
Sat Dec 03 18:45:06 2022	1670111106	0	2088	2088	2087
Sat Dec 03 18:45:06 2022	1670111106	0	2094	2094	2094
Sat Dec 03 18:45:06 2022	1670111106	0	2096	2096	2096
Sat Dec 03 18:45:06 2022	1670111106	0	2096	2096	2096
Sat Dec 03 18:45:09 2022	1670111109	0	2097	2097	2097
Sat Dec 03 18:45:06 2022	1670111106	0	2097	2097	2097
Sat Dec 03 18:45:07 2022	1670111107	0	2098	2098	2098
Sat Dec 03 18:45:07 2022	1670111107	0	2099	2099	2099
Sat Dec 03 18:45:06 2022	1670111106	0	2099	2099	2099
Sat Dec 03 18:45:06 2022	1670111106	0	2100	2100	2100
Sat Dec 03 18:45:07 2022	1670111107	0	2106	2106	2106
Sat Dec 03 18:45:06 2022	1670111106	0	2108	2108	2108
Sat Dec 03 18:45:07 2022	1670111107	0	2109	2109	2108
Sat Dec 03 18:45:07 2022	1670111107	0	2109	2109	2109
Sat Dec 03 18:45:07 2022	1670111107	0	2110	2110	2109
Sat Dec 03 18:45:07 2022	1670111107	0	2114	2114	2114
Sat Dec 03 18:45:09 2022	1670111109	0	2116	2116	2116
Sat Dec 03 18:45:08 2022	1670111108	0	2118	2118	2118
Sat Dec 03 18:45:09 2022	1670111109	0	2118	2118	2118
Sat Dec 03 18:45:09 2022	1670111109	0	2120	2120	2120
Sat Dec 03 18:45:08 2022	1670111108	0	2122	2122	2122
Sat Dec 03 18:45:08 2022	1670111108	0	2124	2124	2123
Sat Dec 03 18:45:08 2022	1670111108	0	2124	2124	2124
Sat Dec 03 18:45:15 2022	1670111115	0	2125	2125	2125
Sat Dec 03 18:45:08 2022	1670111108	0	2126	2126	2126
Sat Dec 03 18:45:09 2022	1670111109	0	2126	2126	2126
Sat Dec 03 18:45:09 2022	1670111109	0	2127	2127	2126
Sat Dec 03 18:45:15 2022	1670111115	0	2127	2127	2127
Sat Dec 03 18:45:09 2022	1670111109	0	2128	2128	2127
Sat Dec 03 18:45:15 2022	1670111115	0	2129	2129	2129
Sat Dec 03 18:45:08 2022	1670111108	0	2129	2129	2129
Sat Dec 03 18:45:13 2022	1670111113	0	2131	2131	2131
Sat Dec 03 18:45:08 2022	1670111108	0	2131	2131	2131
Sat Dec 03 18:45:15 2022	1670111115	0	2131	2131	2131
Sat Dec 03 18:45:08 2022	1670111108	0	2132	2132	2132
Sat Dec 03 18:45:08 2022	1670111108	0	2132	2132	2132
Sat Dec 03 18:45:08 2022	1670111108	0	2133	2133	2133
Sat Dec 03 18:45:09 2022	1670111109	0	2133	2133	2133
Sat Dec 03 18:45:15 2022	1670111115	0	2134	2134	2134
Sat Dec 03 18:44:58 2022	1670111098	0	2134	2134	2134
Sat Dec 03 18:45:03 2022	1670111103	0	2135	2135	2135
Sat Dec 03 18:45:15 2022	1670111115	0	2137	2137	2137
Sat Dec 03 18:45:15 2022	1670111115	0	2138	2138	2138
Sat Dec 03 18:45:14 2022	1670111114	0	2139	2139	2138
Sat Dec 03 18:45:14 2022	1670111114	0	2139	2139	2138
Sat Dec 03 18:45:03 2022	1670111103	0	2139	2139	2139
Sat Dec 03 18:45:03 2022	1670111103	0	2139	2139	2139
Sat Dec 03 18:45:03 2022	1670111103	0	2141	2141	2141
Sat Dec 03 18:45:02 2022	1670111102	0	2142	2142	2142
Sat Dec 03 18:45:07 2022	1670111107	0	2143	2143	2143
Sat Dec 03 18:45:03 2022	1670111103	0	2144	2144	2144
Sat Dec 03 18:44:58 2022	1670111098	0	2145	2145	2145
